Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,Delta,Label
12-April-2018,930,935.3,923.1,927.55,927.57947358753,381070,4237,353472710,212657,55.81,12.2,-2.45,-2.45,-1
11-April-2018,920.1,931,916.65,929.05,927.690465113128,442774,7573,410757218,210096,47.45,14.35,8.95,8.95,1
10-April-2018,918,922.45,913.35,916.45,917.2374836173,518840,5209,475899496,300705,57.96,9.1,-1.55,-1.55,-1
9-April-2018,912.95,917.75,911.4,916.05,915.380146698592,289846,3741,265319274,147982,51.06,6.35,3.1,3.1,1
6-April-2018,909.9,917.2,905,909.75,911.158297967336,421073,5884,383664158,210382,49.96,12.2,-0.15,-0.15,-1
5-April-2018,902.55,910,902.55,906.75,906.228587934378,465637,5262,421973561,271799,58.37,7.45,4.2,4.2,1
4-April-2018,905.5,911.15,892.35,895.1,900.862893790587,186330,4054,167857783,61876,33.21,18.8,-10.4,-10.4,-1
3-April-2018,890,901,886.1,898.8,892.119040152386,172194,3819,153617546,49256,28.6,14.9,8.8,8.8,1
2-April-2018,890.5,901.2,886.4,892.7,894.741046046472,469960,11393,420492502,266837,56.78,14.8,2.2,2.2,1
28-March-2018,895.05,896,881,882.8,887.848067925622,324237,7597,287873194,148827,45.9,15,-12.25,-12.25,-1
27-March-2018,905.05,910.05,897.5,899.95,903.431507807038,300370,3518,271363722,196270,65.34,12.55,-5.1,-5.1,-1
26-March-2018,892.85,904.5,892,901.05,898.382345008488,567273,9791,509628048,374948,66.1,12.5,8.2,8.2,1
23-March-2018,893.4,899.7,890,892.85,894.56542148125,416270,6301,372380748,180963,43.47,9.7,-0.55,-0.55,-1
22-March-2018,896.5,910.6,895.2,907.3,907.238785448366,810933,7468,735709870,470988,58.08,15.4,10.8,10.8,1
21-March-2018,895.8,901.95,892,896.35,897.261178458455,254485,3933,228339511,95436,37.5,9.95,0.55,0.55,1
20-March-2018,899.1,903.6,887,889.55,894.064116162412,285669,5456,255406402,109966,38.49,16.6,-9.55,-9.55,-1
19-March-2018,903.8,906.1,892.35,895.3,898.137556364226,271227,4865,243599155,64859,23.91,13.75,-8.5,-8.5,-1
16-March-2018,910,910,886.4,900.5,898.5719695428,614239,11220,551937948,231580,37.7,23.6,-9.5,-9.5,-1
15-March-2018,928.7,928.7,910,912.25,918.801613282714,344267,4218,316313075,94973,27.59,18.7,-16.45,-16.45,-1
14-March-2018,926.55,931.2,919.55,928.6,924.457335227273,176000,3231,162704491,62237,35.36,11.65,2.05,2.05,1
13-March-2018,929.35,935.35,921.6,930.6,929.480524624126,196941,3754,183052824,62160,31.56,13.75,1.25,1.25,1
12-March-2018,918.9,933,916.2,929.35,924.158886732289,288520,5429,266638322,105916,36.71,16.8,10.45,10.45,1
9-March-2018,915,919,910,912.05,914.285692634132,178146,3546,162876339,56249,31.57,9,-2.95,-2.95,-1
8-March-2018,899.7,913.9,894.3,911.6,905.155769402861,312892,7503,283215999,93946,30.03,19.6,11.9,11.9,1
7-March-2018,908.6,909.3,888.3,891.55,898.294410210354,337383,8143,303069263,111215,32.96,21,-17.05,-17.05,-1
6-March-2018,929.7,936,903.15,910.9,922.448878229602,288116,4989,265772281,98084,34.04,32.85,-18.8,-18.8,-1
5-March-2018,944.5,949.9,922,924.2,935.068594126896,652534,6613,610164050,169752,26.01,27.9,-20.3,-20.3,-1
1-March-2018,950.85,958.8,946,947.7,951.092438715617,173780,3916,165280844,50666,29.16,12.8,-3.15,-3.15,-1
28-February-2018,944.5,954.9,937,952.45,949.645651103954,231622,4695,219958825,66435,28.68,17.9,7.95,7.95,1
27-February-2018,939,955.5,938.6,949.95,949.212845854423,342196,6700,324816839,138050,40.34,16.9,10.95,10.95,1
26-February-2018,936.1,944.75,936.1,938.6,941.320945518898,197775,3734,186169750,75481,38.17,8.65,2.5,2.5,1
23-February-2018,924.2,937,923.75,934,932.125452045275,204349,4145,190478904,63783,31.21,13.25,9.8,9.8,1
22-February-2018,923.15,930.75,920,923.9,925.201031566173,161502,3584,149421817,50352,31.18,10.75,0.75,0.75,1
21-February-2018,927,931,922,928.35,926.571146009343,201220,3938,186444646,75227,37.39,9,1.35,1.35,1
20-February-2018,928,930,916,919.4,922.801721925893,183167,3405,169026823,49695,27.13,14,-8.6,-8.6,-1
19-February-2018,920.3,930.6,914.4,925.85,921.81830945894,239308,5138,220598496,61200,25.57,16.2,5.55,5.55,1
16-February-2018,937.35,942,918.65,921.7,929.693424572317,241125,4569,224172327,54927,22.78,23.35,-15.65,-15.65,-1
15-February-2018,936.05,945,928.3,934.05,937.613761283082,312747,5587,293235891,82005,26.22,16.7,-2,-2,-1
14-February-2018,921.65,941.5,920.8,932.4,931.253805639711,429100,8212,399601008,96537,22.5,20.7,10.75,10.75,1
12-February-2018,901.1,918,901.1,914.7,910.316045248153,354136,5152,322375683,108700,30.69,16.9,13.6,13.6,1
9-February-2018,891.95,902.25,886.5,897.95,895.889200146156,402311,5784,360426080,153639,38.19,15.75,6,6,1
8-February-2018,896.35,910,892.05,903.6,903.311757926039,417327,6958,376976386,101494,24.32,17.95,7.25,7.25,1
7-February-2018,900.55,905.5,890.55,894,898.374157048502,374725,7365,336643256,118733,31.69,14.95,-6.55,-6.55,-1
6-February-2018,880,897.95,872.1,892.75,885.501489997378,1041277,17149,922052335,478704,45.97,25.85,12.75,12.75,1
5-February-2018,895.8,912,882.7,904.45,901.194372355978,386485,8805,348298107,115066,29.77,29.3,8.65,8.65,1
2-February-2018,938.7,943.25,903,905.7,917.489698307579,701244,13805,643384146,286344,40.83,40.25,-33,-33,-1
1-February-2018,964.4,971.25,938.2,944.1,951.972532136794,758632,9362,722196826,110955,14.63,33.05,-20.3,-20.3,-1
31-January-2018,950,964.9,942,961.15,958.798679391417,457062,5985,438230442,247419,54.13,22.9,11.15,11.15,1
30-January-2018,964,964.3,945.55,949.25,953.632642475101,694016,5373,661836312,479586,69.1,18.75,-14.75,-14.75,-1
29-January-2018,966,976.55,960.1,963.8,968.734805281791,418040,5161,404969898,250039,59.81,16.45,-2.2,-2.2,-1
25-January-2018,970,971.45,957.25,964.55,964.439822165767,421966,7960,406960814,224015,53.09,14.2,-5.45,-5.45,-1
24-January-2018,981.9,981.9,960.5,964.55,967.336634739242,441731,7404,427302579,181756,41.15,21.4,-17.35,-17.35,-1
23-January-2018,975,990,975,981.7,983.912499159953,669605,10836,658832729,204445,30.53,15,6.7,6.7,1
22-January-2018,948.5,974.5,940.1,971.2,956.786534343777,1773742,22829,1697092461,732409,41.29,34.4,22.7,22.7,1
19-January-2018,922,932.35,922,929.35,927.024905015482,600361,6794,556549599,276910,46.12,10.35,7.35,7.35,1
18-January-2018,930,930,911,919.3,922.301679810926,354147,5722,326630373,136623,38.58,19,-10.7,-10.7,-1
17-January-2018,925,928.65,908,924.65,921.685043587829,360307,6212,332089573,87789,24.37,20.65,-0.35,-0.35,-1
16-January-2018,949,949,920,923.5,931.125068844087,479344,19943,446329215,190272,39.69,29,-25.5,-25.5,-1
15-January-2018,950.2,957.55,945.2,947.6,951.120200997353,445379,6628,423608964,220399,49.49,12.35,-2.6,-2.6,-1
12-January-2018,942,951.85,938.1,946.75,945.658365376392,596333,6957,563927290,288418,48.37,13.75,4.75,4.75,1
11-January-2018,941.75,942.75,935,937.2,939.35531698102,268912,3289,252603917,146477,54.47,7.75,-4.55,-4.55,-1
10-January-2018,945,946.75,935.4,941.5,941.520990232746,352402,5542,331793880,154586,43.87,11.35,-3.5,-3.5,-1
9-January-2018,929.05,943.95,924,940.9,938.230258292634,519256,10058,487181691,193633,37.29,19.95,11.85,11.85,1
8-January-2018,924.1,930.2,923.6,928.45,926.646028662669,332558,5671,308163550,186928,56.21,6.6,4.35,4.35,1
5-January-2018,920.5,925.85,919.45,923,922.699679851286,406686,3944,375249042,140413,34.53,6.4,2.5,2.5,1
4-January-2018,919,921.8,916,920.25,918.934283992265,238922,3185,219553617,111336,46.6,5.8,1.25,1.25,1
3-January-2018,924.45,927.2,913.3,916.35,920.140624909114,515755,6497,474567128,218031,42.27,13.9,-8.1,-8.1,-1
2-January-2018,915,919.2,907.25,911.4,915.460503396151,1763025,4599,1613979754,83984,4.76,11.95,-3.6,-3.6,-1
1-January-2018,922,923,909.7,911.55,916.271513872806,242669,4561,222350692,101598,41.87,13.3,-10.45,-10.45,-1
29-December-2017,925.9,932.25,918.1,921.05,924.308447403876,913689,5527,844530461,667341,73.04,14.15,-4.85,-4.85,-1
28-December-2017,923.2,934.2,918.65,924.4,924.907565104213,557798,6860,515911590,207616,37.22,15.55,1.2,1.2,1
27-December-2017,930.15,936.75,918.35,922.3,929.872790142697,390127,4433,362768482,189258,48.51,18.4,-7.85,-7.85,-1
26-December-2017,923,936.6,918.6,928,924.098291253114,404624,4883,373912347,186238,46.03,18,5,5,1
22-December-2017,916,922,910.2,918.5,917.057288656832,295905,4138,271361837,117841,39.82,11.8,2.5,2.5,1
21-December-2017,920,923.2,911.1,913.05,917.220540858732,312577,3500,286702045,131358,42.02,12.1,-6.95,-6.95,-1
20-December-2017,925,927,917,918.75,920.510231077027,575306,4105,529575059,324942,56.48,10,-6.25,-6.25,-1
19-December-2017,921.5,926.9,920.05,924,921.870661465964,529672,3650,488289077,344340,65.01,6.85,2.5,2.5,1
18-December-2017,917,931.25,861.7,919.4,914.889073477031,568232,10163,519869248,118703,20.89,69.55,2.4,2.4,1
15-December-2017,929.2,933,917.5,919.9,926.195883452977,414425,5717,383838729,271104,65.42,15.5,-9.3,-9.3,-1
14-December-2017,920,925,909,920.55,915.122850880395,1041124,5012,952756363,784233,75.33,16,0.55,0.55,1
13-December-2017,919.75,924.3,912,914,918.623828595032,556810,5677,511498934,250067,44.91,12.3,-5.75,-5.75,-1
12-December-2017,913.5,928.95,907.9,915.05,919.590058841978,535672,6348,492598646,265135,49.5,21.05,1.55,1.55,1
11-December-2017,920.8,925.45,913.5,915.9,917.095457231824,428087,5909,392596643,273809,63.96,11.95,-4.9,-4.9,-1
8-December-2017,937,937,919.65,920.95,924.646132570208,365165,4529,337648405,207549,56.84,17.35,-16.05,-16.05,-1
7-December-2017,927.1,933.95,922.8,930.65,927.823110786273,473398,4849,439229605,243367,51.41,11.15,3.55,3.55,1
6-December-2017,913.8,930.5,909.2,927.5,923.324919051596,1026271,6618,947581588,553797,53.96,21.3,13.7,13.7,1
5-December-2017,900.35,918.9,895.9,911.5,911.518224261108,517058,7224,471307790,208117,40.25,23,11.15,11.15,1
4-December-2017,915.75,917.9,898,901.5,902.019605935296,452210,5258,407902286,246870,54.59,19.9,-14.25,-14.25,-1
1-December-2017,925,931.1,908,909.85,917.689255310303,312694,6263,286955924,83147,26.59,23.1,-15.15,-15.15,-1
30-November-2017,940,952,920,922.6,929.233417492936,299035,5411,277873315,104679,35.01,32,-17.4,-17.4,-1
29-November-2017,942.95,949.8,938,945.45,946.658780971767,506994,3992,479950322,264355,52.14,11.8,2.5,2.5,1
28-November-2017,949.45,950.95,938.25,942.95,943.520356552217,227961,3555,215085844,80780,35.44,12.7,-6.5,-6.5,-1
27-November-2017,948,955.75,943.5,950.7,948.166663509204,316710,4629,300293864,123976,39.14,12.25,2.7,2.7,1
24-November-2017,948,959,946.65,949.5,951.038742918452,508893,6902,483976959,265090,52.09,12.35,1.5,1.5,1
23-November-2017,925.65,948,925.65,945.15,939.401794567532,553671,5919,520119531,313359,56.6,22.35,19.5,19.5,1
22-November-2017,937.05,938.7,924.55,930.25,930.100916068215,417327,5109,388156225,203619,48.79,14.15,-6.8,-6.8,-1
21-November-2017,925,939.7,924,932.4,933.937591428003,477835,9751,446268069,226681,47.44,15.7,7.4,7.4,1
20-November-2017,910,924,905.25,918.85,913.720441486696,429005,5373,391990638,179564,41.86,18.75,8.85,8.85,1
17-November-2017,917.6,924.75,907.1,909.7,913.96734493129,443239,6110,405105972,158380,35.73,17.65,-7.9,-7.9,-1
16-November-2017,882.5,905,882.5,902.45,900.541669000106,642828,7336,578893400,379156,58.98,22.5,19.95,19.95,1
15-November-2017,886,889.85,878,882.4,884.981390185541,1129619,6236,999691793,905479,80.16,11.85,-3.6,-3.6,-1
14-November-2017,875,894.5,873,886.2,885.109139387576,289538,7252,256272730,65917,22.77,21.5,11.2,11.2,1
13-November-2017,883.5,891.35,873,875.15,879.694122141725,282688,10021,248678972,108796,38.49,18.35,-8.35,-8.35,-1
10-November-2017,900,901,880.35,883.5,887.200934084835,302328,8216,268225684,122004,40.35,20.65,-16.5,-16.5,-1
9-November-2017,895.1,909.1,892,901.55,902.212791555211,320008,6998,288715311,86482,27.02,17.1,6.45,6.45,1
8-November-2017,907,908.9,885.1,888.25,893.373522817538,368861,12781,329530651,135723,36.8,23.8,-18.75,-18.75,-1
7-November-2017,934.45,935,903.15,906.65,911.748062442953,426181,13790,388569701,179823,42.19,31.85,-27.8,-27.8,-1
6-November-2017,944,945,929,934.45,935.362250194174,405565,6925,379350191,178614,44.04,16,-9.55,-9.55,-1
3-November-2017,953.3,953.3,940.5,945.6,944.237827844444,725344,4272,684897243,410288,56.56,12.8,-7.7,-7.7,-1
2-November-2017,954,956.9,944.2,947.1,947.638719209521,513714,4948,486815277,237412,46.21,12.7,-6.9,-6.9,-1
1-November-2017,946,957.4,945.9,952.3,951.931104116457,455586,9980,433686484,175251,38.47,11.5,6.3,6.3,1
31-October-2017,943,945,932.1,940.8,936.619047818933,476464,4586,446265258,215765,45.28,12.9,-2.2,-2.2,-1
30-October-2017,931,945,931,940.15,937.953959323576,435289,5971,408281041,81151,18.64,14,9.15,9.15,1
27-October-2017,950.1,956.5,926.4,929.45,946.44731292658,4100930,13200,3881314179,3786621,92.34,30.1,-20.65,-20.65,-1
26-October-2017,938.35,958.2,931.5,947.25,942.218476046503,694575,7474,654441398,385077,55.44,26.7,8.9,8.9,1
25-October-2017,940,945.75,930,939.95,938.598372382196,448754,5375,421199774,289263,64.46,15.75,-0.05,-0.05,-1
24-October-2017,947.1,947.1,928.3,934.75,936.792627634661,320250,6760,300007839,82190,25.66,18.8,-12.35,-12.35,-1
23-October-2017,911.15,943.45,909.9,938.1,929.829180414632,540383,12067,502463882,135806,25.13,33.55,26.95,26.95,1
19-October-2017,916.7,921.75,903.25,910.35,914.728614352947,278563,7057,254809547,88524,31.78,18.5,-6.35,-6.35,-1
18-October-2017,875.55,917,875.15,913.75,903.251345194475,1010077,19092,912353409,291183,28.83,41.85,38.2,38.2,1
17-October-2017,878.9,883.95,867.3,874.25,874.777973067979,332838,6014,291159351,94862,28.5,16.65,-4.65,-4.65,-1
16-October-2017,879.9,891.7,861.75,875.2,876.647579515269,630948,13598,553119037,138500,21.95,29.95,-4.7,-4.7,-1
13-October-2017,880,891,874.25,876.7,880.822236789512,625450,13222,550910268,227173,36.32,16.75,-3.3,-3.3,-1
12-October-2017,841,876.2,841,872.5,861.30561440678,632480,11893,544758575,300820,47.56,35.2,31.5,31.5,1
11-October-2017,845,857.9,836.3,840.4,850.097118823872,426076,9701,362205980,164028,38.5,21.6,-4.6,-4.6,-1
10-October-2017,831,846.9,830.75,843.4,842.435582957939,316112,5386,266303997,137554,43.51,16.15,12.4,12.4,1
9-October-2017,836.85,838,828.25,830.75,832.446760596826,252670,4972,210334323,111679,44.2,9.75,-6.1,-6.1,-1
6-October-2017,824.9,838.9,822.65,836.85,832.577809880711,279656,5227,232835380,130191,46.55,16.25,11.95,11.95,1
5-October-2017,825,828.25,818.75,824.2,822.807060938059,354967,5529,292069354,159987,45.07,9.5,-0.8,-0.8,-1
4-October-2017,798.35,824.95,795.5,819.2,811.681173421587,410935,7632,333548203,179923,43.78,29.45,20.85,20.85,1
3-October-2017,792.35,803.7,786.25,798.35,798.380225661916,606837,9055,484486661,356774,58.79,17.45,6,6,1
29-September-2017,791,793.5,780,782.15,785.305233949946,643300,8766,505186857,110069,17.11,13.5,-8.85,-8.85,-1
28-September-2017,800,802.5,781.15,786.75,793.141953114078,915584,12488,726188082,486315,53.12,21.35,-13.25,-13.25,-1
27-September-2017,827.5,827.5,795.5,798.6,806.14267654545,590896,13091,476346483,195786,33.13,32,-28.9,-28.9,-1
26-September-2017,820.5,827,812.5,819.2,818.263952656339,459787,11139,376227128,84452,18.37,14.5,-1.3,-1.3,-1
25-September-2017,817.9,827.7,805.3,820.45,819.015817897991,713622,9159,584467706,306877,43,22.4,2.55,2.55,1
22-September-2017,840.7,840.7,814,817.5,825.197800699269,447324,9621,369130781,157322,35.17,26.7,-23.2,-23.2,-1
21-September-2017,848,851.4,837,841.3,841.948846040008,415569,5741,349887840,126425,30.42,14.4,-6.7,-6.7,-1
20-September-2017,856.25,872.1,845,847.1,854.972918756269,745756,12796,637601184,198535,26.62,27.1,-9.15,-9.15,-1
19-September-2017,849,849,837.55,840,840.514215519485,199852,3467,167978447,49763,24.9,11.45,-9,-9,-1
18-September-2017,847,851.3,843.1,845.4,847.052762630504,272693,4115,230985359,63036,23.12,8.2,-1.6,-1.6,-1
15-September-2017,842.1,852.15,835.4,843.4,842.277782065134,414656,6578,349255536,96486,23.27,16.75,1.3,1.3,1
14-September-2017,857,861.4,842,844.2,849.1343115778,466073,7924,395758576,152876,32.8,19.4,-12.8,-12.8,-1
13-September-2017,824,859.25,822.5,849.1,847.667650874543,751535,16761,637051908,241224,32.1,36.75,25.1,25.1,1
12-September-2017,822.1,824.6,817.45,823.3,821.434568059472,140436,3724,115358985,58273,41.49,7.15,1.2,1.2,1
11-September-2017,820.4,827,816.05,818.1,823.70504229319,982073,3754,808938482,842610,85.8,10.95,-2.3,-2.3,-1
8-September-2017,820.1,823.6,812.8,817.15,817.433112976052,293009,5698,239515259,117286,40.03,10.8,-2.95,-2.95,-1
7-September-2017,824,832.7,816.5,818.9,822.95449125223,639020,11667,525884379,249088,38.98,16.2,-5.1,-5.1,-1
6-September-2017,1631.4,1652.4,1625,1644.6,1644.00978094023,949193,13264,1560482576,590763,62.24,27.4,13.2,13.2,1
5-September-2017,1619,1634.9,1619,1633,1629.58286017724,1047047,6221,1706249845,893361,85.32,15.9,14,14,1
4-September-2017,1615,1635.75,1596.2,1611.35,1613.5109846401,1027025,7786,1657116119,775601,75.52,39.55,-3.65,-3.65,-1
1-September-2017,1601.8,1615.95,1598.2,1609.35,1608.62573554778,202910,5453,326406248,82040,40.43,17.75,7.55,7.55,1
31-August-2017,1570.3,1597.5,1570.3,1593.5,1585.70094014156,314208,9754,498239921,115450,36.74,27.2,23.2,23.2,1
30-August-2017,1545,1568.6,1543.6,1564.15,1556.58170031487,188965,5859,294139461,43257,22.89,25,19.15,19.15,1
29-August-2017,1560,1566.8,1530,1531.75,1542.74294880298,203547,9964,314020699,88991,43.72,36.8,-28.25,-28.25,-1
28-August-2017,1579,1582.25,1561.7,1565.8,1568.05731504135,133246,4929,208937365,64275,48.24,20.55,-13.2,-13.2,-1
24-August-2017,1591.7,1592.2,1564.6,1567.4,1575.51692632628,168554,5170,265559680,57522,34.13,27.6,-24.3,-24.3,-1
23-August-2017,1567,1585,1554,1581.3,1567.35253162574,191458,5895,300082181,48727,25.45,31,14.3,14.3,1
22-August-2017,1574,1579.5,1558,1563.35,1571.2191499129,159019,4482,249853698,49601,31.19,21.5,-10.65,-10.65,-1
21-August-2017,1577.05,1585.1,1563,1565.8,1573.92463343579,436281,13239,686673413,225917,51.78,22.1,-11.25,-11.25,-1
18-August-2017,1566,1579.5,1553.65,1575.4,1568.46369078878,142815,5197,224000142,35537,24.88,25.85,9.4,9.4,1
17-August-2017,1571.7,1596.85,1560.1,1566.05,1580.65346041795,313387,7954,495356246,121316,38.71,36.75,-5.65,-5.65,-1
16-August-2017,1571,1578,1550.55,1566.95,1561.45013320881,239849,10298,374512253,68450,28.54,27.45,-4.05,-4.05,-1
14-August-2017,1556.5,1585,1556.5,1573.15,1572.43935310897,291672,10239,458636531,129209,44.3,28.5,16.65,16.65,1
11-August-2017,1554.9,1578,1535.5,1546.55,1556.80839495001,251961,9085,392255000,80886,32.1,42.5,-8.35,-8.35,-1
10-August-2017,1597.95,1606.85,1577.3,1584.05,1591.16515378878,339199,6331,539721629,193193,56.96,29.55,-13.9,-13.9,-1
9-August-2017,1600,1619.9,1585.75,1598.85,1605.2607720763,193556,6416,310707854,43700,22.58,34.15,-1.15,-1.15,-1
8-August-2017,1620,1621,1588.25,1603.4,1604.6437249505,207090,6116,332305669,60428,29.18,32.75,-16.6,-16.6,-1
7-August-2017,1629.6,1632,1612.8,1616.6,1621.43571558914,202763,7256,328767170,57799,28.51,19.2,-13,-13,-1
4-August-2017,1660.55,1663.2,1615.55,1622.5,1626.49993674267,284552,12820,462823810,104517,36.73,47.65,-38.05,-38.05,-1
3-August-2017,1629.9,1665,1616.9,1651.55,1648.02078507399,381187,11494,628204099,94839,24.88,48.1,21.65,21.65,1
2-August-2017,1608.6,1636,1605,1629.1,1625.68071846192,334548,8329,543868233,114296,34.16,31,20.5,20.5,1
1-August-2017,1623.85,1625,1591.6,1603.55,1605.07638337212,142243,6365,228310880,50441,35.46,33.4,-20.3,-20.3,-1
31-July-2017,1600.05,1618,1596,1613.85,1609.86741126135,192588,6395,310041145,57492,29.85,22,13.8,13.8,1
28-July-2017,1597,1605,1579,1594.25,1591.92290175952,228358,8293,363528330,62738,27.47,26,-2.75,-2.75,-1
27-July-2017,1629.95,1631.1,1591,1598.35,1614.65721971947,250169,7961,403937182,77407,30.94,40.1,-31.6,-31.6,-1
26-July-2017,1610,1629.95,1602,1621.9,1621.15842614033,744107,12009,1206315333,374277,50.3,27.95,11.9,11.9,1
25-July-2017,1626.7,1629,1600,1603.35,1611.35897126469,281744,8756,453990722,78316,27.8,29,-23.35,-23.35,-1
24-July-2017,1604,1624.8,1586.2,1616.1,1613.39647357196,793324,21312,1279946144,214100,26.99,38.6,12.1,12.1,1
21-July-2017,1554,1592.2,1544.4,1586.2,1573.73729567213,1975685,54115,3109209169,289301,14.64,47.8,32.2,32.2,1
20-July-2017,1540,1549.85,1521.05,1528.7,1535.70170826703,227482,5937,349344496,64552,28.38,28.8,-11.3,-11.3,-1
19-July-2017,1519.7,1540.8,1515,1533.5,1528.22420385801,140176,4640,214220356,37947,27.07,25.8,13.8,13.8,1
18-July-2017,1548.4,1551.5,1512,1519.9,1526.35597326452,253446,7240,386848816,89976,35.5,39.5,-28.5,-28.5,-1
17-July-2017,1534.3,1558.8,1534.3,1551.35,1549.991994407,247452,8111,383548619,87024,35.17,24.5,17.05,17.05,1
14-July-2017,1522,1534,1515.25,1531.05,1526.83460021358,253773,7416,387469397,85833,33.82,18.75,9.05,9.05,1
13-July-2017,1510,1523.6,1506.7,1518.85,1516.74656466774,287454,7067,435994867,105299,36.63,16.9,8.85,8.85,1
12-July-2017,1498.8,1524.5,1496,1510.5,1512.91427260115,285428,8949,431828095,82390,28.87,28.5,11.7,11.7,1
11-July-2017,1500,1504,1487.05,1495.2,1495.98258423559,263784,5049,394616270,107781,40.86,16.95,-4.8,-4.8,-1
10-July-2017,1492,1508,1487,1492.45,1497.04822153221,1255041,27963,1878856897,694520,55.34,21,0.45,0.45,1
7-July-2017,1438,1497,1438,1490.8,1468.11395838591,677607,14622,994804295,294637,43.48,59,52.8,52.8,1
6-July-2017,1445.3,1449.95,1437.35,1441.4,1444.04585664835,161198,6728,232777304,56299,34.93,12.6,-3.9,-3.9,-1
5-July-2017,1427.2,1445.9,1427,1439.8,1439.91420372053,235558,5936,339183310,61401,26.07,18.9,12.6,12.6,1
4-July-2017,1387.5,1425.5,1387.5,1422.7,1408.75228848784,740773,8837,1043565659,155441,20.98,38,35.2,35.2,1
3-July-2017,1388,1394,1372.1,1384.1,1384.77453277617,195035,5238,270079501,65061,33.36,21.9,-3.9,-3.9,-1
30-June-2017,1392.9,1394.2,1375.1,1380.25,1381.64537087168,105279,3545,145458243,28657,27.22,19.1,-12.65,-12.65,-1
29-June-2017,1412,1418,1390.3,1392.9,1397.85000327981,137203,4952,191789214,38686,28.2,27.7,-19.1,-19.1,-1
28-June-2017,1438.3,1440,1396.15,1398.5,1408.78958801026,206243,5693,290552991,67009,32.49,43.85,-39.8,-39.8,-1
27-June-2017,1432,1440.05,1425,1435.9,1433.51585436893,412000,4632,590608532,278594,67.62,15.05,3.9,3.9,1
23-June-2017,1439,1441.7,1430.9,1435,1437.61809803786,403436,7378,579986895,268218,66.48,10.8,-4,-4,-1
22-June-2017,1430,1444,1428.65,1433.15,1437.65068767988,289088,6314,415607562,171814,59.43,15.35,3.15,3.15,1
21-June-2017,1410,1427,1405.6,1418.1,1418.01308837639,1373738,6014,1947978464,1215382,88.47,21.4,8.1,8.1,1
20-June-2017,1415,1422.6,1408.05,1412.25,1414.78046692379,580523,6953,821312601,476465,82.08,14.55,-2.75,-2.75,-1
19-June-2017,1391.9,1415,1391,1409.15,1410.3111004654,446711,10720,630001482,274186,61.38,24,17.25,17.25,1
16-June-2017,1388.8,1395,1370.1,1387.85,1382.3102108353,962742,8969,1330808097,698061,72.51,24.9,-0.95,-0.95,-1
15-June-2017,1362,1394.25,1360,1384.5,1381.67173522288,1008637,11358,1393605234,666298,66.06,34.25,22.5,22.5,1
14-June-2017,1318,1357.5,1315.75,1355.9,1346.74332860801,3489002,12379,4698790167,2977794,85.35,41.75,37.9,37.9,1
13-June-2017,1316,1327,1309,1312.6,1318.76182513724,122599,3979,161678881,43619,35.58,18,-3.4,-3.4,-1
12-June-2017,1329.5,1329.95,1317.5,1319.35,1321.4012713998,79440,3116,104972117,30168,37.98,12.45,-10.15,-10.15,-1
9-June-2017,1344,1352,1330,1335.5,1340.46104673116,188033,4881,252050912,52408,27.87,22,-8.5,-8.5,-1
8-June-2017,1340,1345,1328.1,1329.9,1332.54247515996,96115,3131,128077320,27339,28.44,16.9,-10.1,-10.1,-1
7-June-2017,1312.8,1343.2,1308.6,1339.2,1328.53306179045,161546,4683,214619202,53582,33.17,34.6,26.4,26.4,1
6-June-2017,1338.9,1338.9,1310.9,1313.4,1320.31732465403,120747,3988,159424356,43560,36.08,28,-25.5,-25.5,-1
5-June-2017,1325,1340.5,1315.75,1328.9,1324.15995726463,263014,3488,348272607,188336,71.61,24.75,3.9,3.9,1
2-June-2017,1330.05,1338.8,1316.6,1324.75,1325.88719572177,167733,5133,222395037,70969,42.31,22.2,-5.3,-5.3,-1
1-June-2017,1338,1339.95,1323.05,1328.5,1329.41826933271,141483,4392,188090085,61769,43.66,16.9,-9.5,-9.5,-1
31-May-2017,1368,1368,1336,1340.6,1354.20842218053,468501,3280,634448000,43368,9.26,32,-27.4,-27.4,-1
30-May-2017,1356.55,1364.3,1349,1358.85,1357.30647475426,131032,4000,177850582,44338,33.84,15.3,2.3,2.3,1
29-May-2017,1337.3,1365.9,1336,1356.55,1352.17844798837,452793,7297,612256936,273576,60.42,29.9,19.25,19.25,1
26-May-2017,1302,1344.05,1301,1335.8,1326.7451471783,320020,9974,424584982,94334,29.48,43.05,33.8,33.8,1
25-May-2017,1300,1311.75,1297.8,1302.9,1303.95315687922,108319,3824,141242902,34540,31.89,13.95,2.9,2.9,1
24-May-2017,1305.65,1313.5,1295,1297,1303.17046006476,148240,4124,193181989,34313,23.15,18.5,-8.65,-8.65,-1
23-May-2017,1324,1330.25,1301.5,1304.4,1312.36083857754,242172,5459,317817049,107905,44.56,28.75,-19.6,-19.6,-1
22-May-2017,1322.55,1333.35,1315.05,1323.75,1322.83056550331,221714,4582,293290056,131370,59.25,18.3,1.2,1.2,1
19-May-2017,1339,1339,1311.1,1318.5,1322.55816160347,155962,4820,206268816,44775,28.71,27.9,-20.5,-20.5,-1
